Iteration	Posterior	Likelihood	Prior	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	18.39208	-152.3461	170.7382	0.7790944	0.6174699	1.59951	0.3620384
6	17.2104	-147.5705	164.7809	9.628281	0.9019363	2.025165	0.219254
12	9.761018	-161.3856	171.1466	0.2471786	0.3307433	1.513858	0.3519382
18	16.92785	-152.4753	169.4032	2.11537	0.2465727	1.450198	0.1932999
24	2.902427	-167.0073	169.9097	0.2158776	1.750645	1.450198	0.324344
30	9.119766	-158.7165	167.8363	1.687927	2.63409	1.725552	0.2796727
36	7.751048	-162.0996	169.8507	0.4874552	1.880979	1.536635	0.3687524
42	8.953473	-162.1868	171.1402	1.483829	0.4813648	0.6506908	0.5187661
48	15.41973	-153.7466	169.1663	3.840522	0.878292	0.4862779	0.6012918
54	9.505	-160.2689	169.7739	2.33705	0.8703548	0.4458688	1.17928
60	16.06012	-154.645	170.7051	1.09087	0.5067811	1.453089	0.5021615
66	15.91377	-153.7338	169.6476	1.941269	0.9310295	1.311194	0.3926096
72	14.16708	-155.3908	169.5579	1.552428	1.361445	1.34966	0.4956037
78	9.606742	-161.8118	171.4186	0.6368166	1.065218	0.6548513	0.578266
84	8.792792	-162.0085	170.8013	1.850129	0.4280603	0.5525227	0.8006403
90	8.660253	-159.4603	168.1206	3.612309	0.4437381	2.008845	0.3657709
96	-5.91502	-171.1759	165.2609	5.194246	1.743151	2.495773	0.1959135
102	0.5277306	-167.5358	168.0635	0.9687202	1.190759	3.570373	0.4400368
108	3.79847	-165.7191	169.5176	0.2899325	2.018372	1.645837	0.2679996
114	-5.393635	-171.4098	166.0162	2.349493	2.436297	3.272728	0.5535734
120	4.582242	-165.5222	170.1044	1.241349	1.017497	1.19589	0.9337347
126	1.298307	-168.6357	169.934	1.241349	1.005361	1.550423	0.7126346
132	3.255328	-164.4377	167.693	1.710412	3.961383	1.10076	0.5288578
138	4.036585	-164.8689	168.9055	1.158512	1.8399	1.940853	0.5143348
144	6.57072	-161.2549	167.8256	1.789072	2.615224	1.717267	0.3229223
150	5.730921	-161.6393	167.3703	1.789072	3.943651	1.3653	0.5137847
156	8.589456	-160.1127	168.7021	2.186446	1.683276	1.268629	0.7352593
162	6.696055	-158.7367	165.4328	2.340809	6.907178	1.268629	0.3195921
168	-2.468619	-164.8871	162.4185	9.057881	7.811472	0.4035047	0.2576733
174	4.54426	-164.3541	168.8984	0.9604699	3.660851	0.6802884	0.7884112
