Iteration	Posterior	Likelihood	Prior	acrv_sd	gain_loss_neo	gain_loss_trans	part_rate_trans	tree_length
0	-105.0486	-270.3942	165.3455	0.5026062	2.561706	3.49421	0.7170201	2.134906
6	-105.252	-271.124	165.872	1.534237	2.090163	2.192003	0.5535894	2.082731
12	-97.84543	-264.0641	166.2187	0.565021	2.106668	1.766347	0.7830577	2.555769
18	-112.1919	-275.2932	163.1013	2.095069	2.135109	2.343365	0.6917738	3.263909
24	-111.9983	-279.1286	167.1303	0.5681547	1.329503	1.86841	0.9370278	2.264794
30	-119.0424	-285.2019	166.1595	1.618501	1.697197	1.482041	0.6868371	2.377466
36	-110.8989	-274.9304	164.0315	1.808035	1.29536	3.756096	1.848258	2.004977
42	-89.75361	-256.5495	166.7959	0.5901207	1.154474	3.679139	0.8238555	1.776532
48	-85.72408	-255.0722	169.3481	0.1608383	1.13702	1.097608	1.3645	1.338803
54	-86.68584	-254.6525	167.9667	0.7152308	0.5542285	1.6613	2.205268	1.338803
60	-108.5348	-275.3007	166.7659	0.8173855	1.549932	1.727731	1.952256	1.598081
66	-99.64511	-267.2997	167.6546	0.8173855	1.833248	1.412792	1.743821	1.079568
72	-96.30654	-262.4297	166.1232	0.6621342	1.183735	2.46481	0.6537317	2.795161
78	-104.4191	-270.7495	166.3304	0.5467686	1.183735	2.789129	0.8222165	2.48472
84	-89.68146	-256.2963	166.6149	0.04326122	1.756118	2.309397	0.8991971	2.464609
90	-93.674	-262.6365	168.9625	0.08217448	0.8111757	1.891475	0.6786515	1.871972
96	-86.01594	-253.7976	167.7817	0.5189772	1.969327	1.180347	0.6878609	2.073677
102	-94.32122	-260.9199	166.5987	1.062143	0.8369385	2.71483	0.5693506	2.402133
108	-92.79432	-259.4487	166.6544	0.4223878	1.006046	3.062549	0.7370857	2.402133
114	-91.19785	-256.7006	165.5028	1.384139	1.870448	2.591816	0.3042083	2.49407
120	-88.35962	-256.271	167.9114	1.15057	0.9291192	1.642202	0.6780222	1.931832
126	-100.0959	-268.1173	168.0214	0.4541617	1.158596	1.615903	0.6780222	2.183937
132	-99.37675	-268.2055	168.8288	0.1507537	0.6984511	1.741361	0.912002	1.920119
138	-105.4558	-271.3585	165.9027	0.11216	1.2735	2.87088	0.912002	2.869466
144	-111.0361	-278.2186	167.1825	0.2663181	1.280972	1.384367	1.088132	2.634356
150	-103.8031	-272.8363	169.0332	0.03594294	0.9318218	1.467104	1.211545	1.667812
156	-98.71769	-265.6292	166.9115	1.231696	1.477148	1.205638	1.187403	2.122302
162	-88.1613	-256.1537	167.9924	0.08611898	0.8015435	1.387028	0.9239391	2.638623
168	-87.7812	-254.6505	166.8693	0.40826	1.54808	1.387028	0.9045254	2.694698
174	-82.53577	-250.9119	168.3761	0.1947487	0.8906633	1.514588	0.9860773	2.156311
180	-78.64588	-246.8069	168.161	0.05806265	0.7244761	2.450545	0.9860773	1.969084
186	-85.52641	-253.1584	167.632	0.7685299	0.8156659	3.006226	0.5042345	1.836531
192	-89.99347	-259.9728	169.9793	0.5735048	0.367956	0.7288852	1.645463	1.059617
198	-85.31131	-252.5151	167.2038	1.412273	1.218374	1.704392	0.623971	2.035991
204	-88.08487	-257.2044	169.1195	0.1612832	0.839882	1.403885	1.18386	1.644271
210	-87.89263	-255.9328	168.0402	0.6439289	1.416604	1.261929	0.6042569	2.151245
216	-96.26196	-262.5123	166.2503	0.5439157	1.702432	1.20403	0.6042569	3.189076
222	-83.81188	-251.043	167.2311	0.5439157	1.501759	0.8306272	0.6673082	2.896851
